NÃO OTIMIZADO; OTIMIZADO
0.000046; 0.000046
0.000139; 0.000266
0.000208; 0.000209
0.000265; 0.000267
0.000411; 0.000417
0.000524; 0.000527
0.000852; 0.000827
0.001045; 0.001037
0.001051; 0.001073
0.001227; 0.001253
0.001628; 0.001671
0.002089; 0.002096
0.002440; 0.002456
0.004052; 0.004090
0.004189; 0.004197
0.008101; 0.008163
0.008296; 0.008370
0.012135; 0.012236
0.016601; 0.016718
